Id,r00,r01,r02,r03,r04,r05,r06,r07,r08,r09,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26
20511,3,2525894,"2018-04-26 00:00:00","2018-04-27 09:59:48","2018-04-26 00:00:00",101,251387,120.00000,1,B,1,0,"2018-04-26 00:00:00",MANTENIMIENTO,2,26,00000000000,0,1,0.00000,0.00000,149246,0,NULL,NULL,NULL,"Factura B/C B    0001-02525894 De  MANTENIMIENTO"
20512,3,21050,"2018-04-26 00:00:00","2018-04-27 10:00:18","2018-04-26 00:00:00",49,251388,860.00000,1,A,1,0,"2018-04-26 00:00:00",LIBRERIA,1,26,00000000000,0,1,0.00000,0.00000,149247,0,NULL,NULL,NULL,"Factura B/C A    0001-00021050 De  LIBRERIA"
20513,3,2641,"2018-04-26 00:00:00","2018-04-27 10:02:12","2018-04-26 00:00:00",47,251392,4901.00000,2,B,1,0,"2018-04-26 00:00:00",MITCHEL,6,33,00000000,0,1,0.00000,0.00000,0,0,0,0,0,"Factura B/C B    0001-00002641 De  MITCHEL"
20514,6,188553,"2018-04-27 00:00:00","2018-04-27 10:03:44","2018-04-27 00:00:00",47,251397,9000.00000,1,X,1," ","2018-04-27 00:00:00",MITCHEL,6,33,0,0,1,9000.00000,NULL,149250,2222,NULL,NULL,NULL,"RECIBO  00188553  MITCHEL"
20515,6,188554,"2018-04-27 00:00:00","2018-04-27 10:41:22","2018-04-27 00:00:00",406,251416,3215.00000,1,X,1," ","2018-04-27 00:00:00",JAQUE,1,26,0,0,1,3215.00000,NULL,149254,2223,NULL,NULL,NULL,"RECIBO  00188554  JAQUE"
20516,3,2118411,"2018-04-26 00:00:00","2018-04-27 12:03:05","2018-04-26 00:00:00",91,251435,250.00000,1,B,1,0,"2018-04-26 00:00:00","LIMPIEZAr --->",6,33,00000000,0,1,0.00000,0.00000,149271,0,NULL,NULL,NULL,"Factura B/C B    0001-02118411 De  LIMPIEZAr --->"
20517,3,262584,"2018-04-26 00:00:00","2018-04-27 12:26:59","2018-04-26 00:00:00",70,251454,100.00000,1,B,1,0,"2018-04-26 00:00:00",FERRETERIA,6,26,00000000000,0,1,0.00000,0.00000,149290,0,NULL,NULL,NULL,"Factura B/C B    0001-00262584 De  FERRETERIA"
20518,3,2105187,"2018-04-26 00:00:00","2018-04-27 12:27:18","2018-04-26 00:00:00",52,251456,100.00000,1,B,1,0,"2018-04-26 00:00:00",VERDULERIA,6,26,00000000000,0,1,0.00000,0.00000,149292,0,NULL,NULL,NULL,"Factura B/C B    0001-02105187 De  VERDULERIA"
20519,3,13055,"2018-04-27 00:00:00","2018-04-27 12:35:53","2018-04-27 00:00:00",75,251470,807.00000,1,B,1,0,"2018-04-27 00:00:00","FLETE VARIOS",3,26,00000000000,0,1,0.00000,0.00000,149306,0,NULL,NULL,NULL,"Factura B/C B    0001-00013055 De  FLETE VARIOS"
20520,3,215488,"2018-04-26 00:00:00","2018-04-27 12:56:51","2018-04-26 00:00:00",69,251474,2000.00000,1,B,1,0,"2018-05-01 00:00:00",TABLAS,6,26,00000000000,0,1,0.00000,0.00000,149309,0,NULL,NULL,NULL,"Factura B/C B    0001-00215488 De  TABLAS"
20521,3,25488,"2018-04-27 00:00:00","2018-04-27 13:13:24","2018-04-27 00:00:00",50,251479,5860.00000,2,A,1,0,"2018-04-27 00:00:00","TALLER DE ELECTRICIDAD JUAN FR",6,26,00000000000,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C A    0001-00025488 De  TALLER DE ELECTRICIDAD JUAN FR"
20522,6,188555,"2018-04-27 00:00:00","2018-04-27 13:15:56","2018-04-27 00:00:00",50,251481,5860.00000,1,X,1," ","2018-04-27 00:00:00","TALLER DE ELECTRICIDAD JUAN FRITZ",6,26,0,0,1,5860.00000,NULL,149315,2224,NULL,NULL,NULL,"RECIBO  00188555  TALLER DE ELECTRICIDAD JUAN FRITZ"
20523,6,188556,"2018-04-27 00:00:00","2018-04-27 15:36:43","2018-04-27 00:00:00",105,251505,5000.00000,1,X,1," ","2018-04-27 00:00:00","MARIELA NUECES",6,26,0,0,1,5000.00000,NULL,149339,2225,NULL,NULL,NULL,"RECIBO  00188556  MARIELA NUECES"
20524,3,2110,"2018-04-27 00:00:00","2018-04-27 15:39:06","2018-04-27 00:00:00",371,251506,350.00000,1,B,1,0,"2018-04-27 00:00:00",REFRIGERIO,6,33,,0,1,0.00000,0.00000,149340,0,NULL,NULL,NULL,"Factura B/C B    0001-00002110 De  REFRIGERIO"
20525,3,20054,"2018-04-27 00:00:00","2018-04-27 15:39:41","2018-04-27 00:00:00",101,251507,190.00000,1,B,1,0,"2018-04-27 00:00:00",MANTENIMIENTO,2,26,00000000000,0,1,0.00000,0.00000,149341,0,NULL,NULL,NULL,"Factura B/C B    0001-00020054 De  MANTENIMIENTO"
20526,3,115158,"2018-04-27 00:00:00","2018-04-27 15:43:41","2018-04-27 00:00:00",556,251511,2400.00000,1,C,1,0,"2018-04-27 00:00:00","bobinados leiva",7,26,,0,1,0.00000,0.00000,149345,0,NULL,NULL,NULL,"Factura B/C C    0001-00115158 De  bobinados leiva"
20527,3,20200,"2018-04-27 00:00:00","2018-04-27 15:44:09","2018-04-27 00:00:00",371,251512,380.00000,1,B,1,0,"2018-04-27 00:00:00",REFRIGERIO,6,33,,0,1,0.00000,0.00000,149346,0,NULL,NULL,NULL,"Factura B/C B    0001-00020200 De  REFRIGERIO"
20528,3,46,"2018-04-24 00:00:00","2018-04-28 08:29:28","2018-04-27 00:00:00",590,251556,25300.00000,2,A,1,0,"2018-04-24 00:00:00",SERVICAR,1,26,,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C A    0001-00000046 De  SERVICAR"
20529,3,5161,"2018-04-24 00:00:00","2018-04-28 08:29:59","2018-04-27 00:00:00",590,251557,1500.00000,2,A,1,0,"2018-04-24 00:00:00",SERVICAR,1,26,,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C A    0001-00005161 De  SERVICAR"
20530,3,256136,"2018-04-24 00:00:00","2018-04-28 08:30:30","2018-04-27 00:00:00",590,251558,11300.00000,2,A,1,0,"2018-04-24 00:00:00",SERVICAR,1,26,,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C A    0001-00256136 De  SERVICAR"
20531,6,188557,"2018-04-28 00:00:00","2018-04-28 08:32:46","2018-04-28 00:00:00",590,251560,38100.00000,1,X,1," ","2018-04-28 00:00:00",SERVICAR,1,26,0,0,1,38100.00000,NULL,149356,2226,NULL,NULL,NULL,"RECIBO  00188557  SERVICAR"
20532,3,2461,"2018-04-26 00:00:00","2018-04-28 09:02:25","2018-04-26 00:00:00",211,251564,15600.00000,2,A,1,0,"2018-04-26 00:00:00",CENTINEO,6,33,,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C A    0001-00002461 De  CENTINEO"
20533,3,52158488,"2018-04-27 00:00:00","2018-04-28 10:14:25","2018-04-27 00:00:00",599,251583,360.00000,1,B,1,0,"2018-04-27 00:00:00","GASTOS VARIOS",6,33,,0,1,0.00000,0.00000,149365,0,NULL,NULL,NULL,"Factura B/C B    0001-52158488 De  GASTOS VARIOS"
20534,3,2152185,"2018-04-28 00:00:00","2018-04-28 10:16:44","2018-04-28 00:00:00",48,251585,450.00000,1,A,1,0,"2018-04-28 00:00:00",COMBUSTIBLE,6,33,00000000,0,1,0.00000,0.00000,149367,0,NULL,NULL,NULL,"Factura B/C A    0001-02152185 De  COMBUSTIBLE"
20535,3,51851485,"2018-04-27 00:00:00","2018-04-28 11:51:16","2018-04-27 00:00:00",52,251620,170.56000,1,B,1,0,"2018-04-27 00:00:00",VERDULERIA,6,26,00000000000,0,1,0.00000,0.00000,149389,0,NULL,NULL,NULL,"Factura B/C B    0001-51851485 De  VERDULERIA"
20536,3,21548588,"2018-04-27 00:00:00","2018-04-28 11:57:41","2018-04-27 00:00:00",61,251644,445.00000,1,B,1,0,"2018-04-27 00:00:00",FARGO,6,26,00000000000,0,1,0.00000,0.00000,149412,0,NULL,NULL,NULL,"Factura B/C B    0001-21548588 De  FARGO"
20537,3,2151488,"2018-04-27 00:00:00","2018-04-28 12:10:27","2018-04-27 00:00:00",44,251668,55.00000,1,B,1,0,"2018-04-27 00:00:00",ALMACEN,6,33,00000000,0,1,0.00000,0.00000,149436,0,NULL,NULL,NULL,"Factura B/C B    0001-02151488 De  ALMACEN"
20538,3,15241854,"2018-04-27 00:00:00","2018-04-28 12:10:53","2018-04-27 00:00:00",49,251669,50.00000,1,A,1,0,"2018-04-27 00:00:00",LIBRERIA,1,26,00000000000,0,1,0.00000,0.00000,149437,0,NULL,NULL,NULL,"Factura B/C A    0001-15241854 De  LIBRERIA"
20539,3,2105148,"2018-04-27 00:00:00","2018-04-28 12:28:07","2018-04-27 00:00:00",215,251683,596.00000,1,A,1,0,"2018-04-27 00:00:00","PASTAS LEO",6,33,,0,1,0.00000,0.00000,149449,0,NULL,NULL,NULL,"Factura B/C A    0001-02105148 De  PASTAS LEO"
20540,3,73670,"2018-04-26 00:00:00","2018-04-28 12:28:41","2018-04-26 00:00:00",211,251684,800.00000,1,A,1,0,"2018-04-26 00:00:00",CENTINEO,6,33,,0,1,0.00000,0.00000,149450,0,NULL,NULL,NULL,"Factura B/C A    0001-00073670 De  CENTINEO"
20541,3,210544,"2018-04-28 00:00:00","2018-04-30 10:45:36","2018-04-28 00:00:00",100,251803,1500.00000,1,B,1,0,"2018-04-28 00:00:00",MAIZ,6,26,00000000000,0,1,0.00000,0.00000,149524,0,NULL,NULL,NULL,"Factura B/C B    0001-00210544 De  MAIZ"
20542,3,521548,"2018-04-28 00:00:00","2018-04-30 10:46:09","2018-04-28 00:00:00",48,251804,3200.00000,1,A,1,0,"2018-04-28 00:00:00",COMBUSTIBLE,6,33,00000000,0,1,0.00000,0.00000,149525,0,NULL,NULL,NULL,"Factura B/C A    0001-00521548 De  COMBUSTIBLE"
20543,3,210588,"2018-04-28 00:00:00","2018-04-30 10:46:43","2018-04-28 00:00:00",326,251805,1620.00000,1,B,1,0,"2018-04-28 00:00:00","MANTENIMIENTO CLORO DETERG",6,33,,0,1,0.00000,0.00000,149526,0,NULL,NULL,NULL,"Factura B/C B    0001-00210588 De  MANTENIMIENTO CLORO DETERG"
20544,3,125410,"2018-04-28 00:00:00","2018-04-30 11:56:51","2018-04-28 00:00:00",41,251820,60.00000,1,B,1,0,"2018-04-28 00:00:00","PAN PROMO",6,33,00000000,0,1,0.00000,0.00000,149533,0,NULL,NULL,NULL,"Factura B/C B    0001-00125410 De  PAN PROMO"
20545,3,2151488,"2018-04-28 00:00:00","2018-04-30 11:57:14","2018-04-28 00:00:00",390,251821,600.00000,1,A,1,0,"2018-04-28 00:00:00","PAN SABORIZADO",1,26,,0,1,0.00000,0.00000,149534,0,NULL,NULL,NULL,"Factura B/C A    0001-02151488 De  PAN SABORIZADO"
20546,3,28518,"2018-04-28 00:00:00","2018-04-30 12:09:23","2018-04-28 00:00:00",41,251829,275.00000,1,B,1,0,"2018-04-28 00:00:00","PAN PROMO",6,33,00000000,0,1,0.00000,0.00000,149542,0,NULL,NULL,NULL,"Factura B/C B    0001-00028518 De  PAN PROMO"
20547,3,2012546,"2018-04-28 00:00:00","2018-04-30 12:09:53","2018-04-28 00:00:00",390,251830,1215.00000,1,A,1,0,"2018-04-28 00:00:00","PAN SABORIZADO",1,26,,0,1,0.00000,0.00000,149543,0,NULL,NULL,NULL,"Factura B/C A    0001-02012546 De  PAN SABORIZADO"
20548,3,9411,"2018-04-28 00:00:00","2018-04-30 12:10:22","2018-04-28 00:00:00",44,251831,23.00000,1,B,1,0,"2018-04-28 00:00:00",ALMACEN,6,33,00000000,0,1,0.00000,0.00000,149544,0,NULL,NULL,NULL,"Factura B/C B    0001-00009411 De  ALMACEN"
20549,3,325888,"2018-04-28 00:00:00","2018-04-30 12:45:23","2018-04-28 00:00:00",390,251836,280.00000,1,A,1,0,"2018-04-28 00:00:00","PAN SABORIZADO",1,26,,0,1,0.00000,0.00000,149549,0,NULL,NULL,NULL,"Factura B/C A    0001-00325888 De  PAN SABORIZADO"
20550,3,514777,"2018-04-28 00:00:00","2018-04-30 13:14:13","2018-04-28 00:00:00",390,251853,2480.00000,1,A,1,0,"2018-04-28 00:00:00","PAN SABORIZADO",1,26,,0,1,0.00000,0.00000,149566,0,NULL,NULL,NULL,"Factura B/C A    0001-00514777 De  PAN SABORIZADO"
20551,3,254154,"2018-04-30 00:00:00","2018-04-30 13:19:10","2018-04-30 00:00:00",114,251854,2209.00000,1,A,1,0,"2018-04-30 00:00:00","DIVAL REFRIGERACION",6,33,,0,1,0.00000,0.00000,149567,0,NULL,NULL,NULL,"Factura B/C A    0001-00254154 De  DIVAL REFRIGERACION"
20552,3,3201912,"2018-04-30 00:00:00","2018-04-30 14:50:28","2018-04-30 00:00:00",52,251870,900.00000,1,B,1,0,"2018-04-30 00:00:00",VERDULERIA,6,26,00000000000,0,1,0.00000,0.00000,149581,0,NULL,NULL,NULL,"Factura B/C B    0001-03201912 De  VERDULERIA"
20553,3,59129,"2018-04-30 00:00:00","2018-04-30 14:51:06","2018-04-30 00:00:00",84,251871,90.00000,1,B,1,0,"2018-04-30 00:00:00",ESTACIONAMIENTOS,6,33,00000000,0,1,0.00000,0.00000,149582,0,NULL,NULL,NULL,"Factura B/C B    0001-00059129 De  ESTACIONAMIENTOS"
20554,3,402117,"2018-05-02 00:00:00","2018-05-02 12:03:19","2018-05-02 00:00:00",80,251953,7159.61000,1,B,1,0,"2018-05-02 00:00:00",LUZ,6,26,00000000000,0,1,0.00000,0.00000,149599,0,NULL,NULL,NULL,"Factura B/C B    0001-00402117 De  LUZ"
20555,3,51487477,"2018-04-30 00:00:00","2018-05-02 12:23:37","2018-05-02 00:00:00",52,251966,100.00000,1,B,1,0,"2018-04-30 00:00:00",VERDULERIA,6,26,00000000000,0,1,0.00000,0.00000,149612,0,NULL,NULL,NULL,"Factura B/C B    0001-51487477 De  VERDULERIA"
20556,3,321848,"2018-04-30 00:00:00","2018-05-02 12:46:34","2018-05-02 00:00:00",52,251976,830.00000,1,B,1,0,"2018-04-30 00:00:00",VERDULERIA,6,26,00000000000,0,1,0.00000,0.00000,149622,0,NULL,NULL,NULL,"Factura B/C B    0001-00321848 De  VERDULERIA"
20557,3,240418,"2018-04-24 00:00:00","2018-05-02 14:40:04","2018-04-24 00:00:00",241,252007,75627.69000,2,A,1,0,"2018-04-24 00:00:00","GUILLERMO KRONEMERGER",1,26,,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C A    0001-00240418 De  GUILLERMO KRONEMERGER"
20558,3,154888,"2018-04-30 00:00:00","2018-05-02 14:44:18","2018-05-02 00:00:00",52,252014,30.00000,1,B,1,0,"2018-04-30 00:00:00",VERDULERIA,6,26,00000000000,0,1,0.00000,0.00000,149651,0,NULL,NULL,NULL,"Factura B/C B    0001-00154888 De  VERDULERIA"
20559,3,2158651,"2018-04-30 00:00:00","2018-05-02 14:50:05","2018-05-02 00:00:00",41,252016,75.00000,1,B,1,0,"2018-04-30 00:00:00","PAN PROMO",6,33,00000000,0,1,0.00000,0.00000,149653,0,NULL,NULL,NULL,"Factura B/C B    0001-02158651 De  PAN PROMO"
20560,3,121188,"2018-05-02 00:00:00","2018-05-02 14:52:05","2018-05-02 00:00:00",48,252019,310.00000,1,A,1,0,"2018-05-02 00:00:00",COMBUSTIBLE,6,33,00000000,0,1,0.00000,0.00000,149655,0,NULL,NULL,NULL,"Factura B/C A    0001-00121188 De  COMBUSTIBLE"
20561,3,29032018,"2018-03-29 00:00:00","2018-05-03 10:42:07","2018-03-29 00:00:00",64,252132,34660.00000,2,A,1,0,"2018-03-29 00:00:00",GENOVESI,1,26,00000000000,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C A    0001-29032018 De  GENOVESI"
20562,6,188558,"2018-05-03 00:00:00","2018-05-03 10:42:46","2018-05-03 00:00:00",413,252133,50056.60000,1,X,1," ","2018-05-03 00:00:00","VAM SA",1,26,0,0,1,50056.60000,NULL,149685,2227,NULL,NULL,NULL,"RECIBO  00188558  VAM SA"
20563,6,188559,"2018-05-03 00:00:00","2018-05-03 10:43:03","2018-05-03 00:00:00",64,252134,34660.00000,1,X,1," ","2018-05-03 00:00:00",GENOVESI,1,26,0,0,1,34660.00000,NULL,149686,2228,NULL,NULL,NULL,"RECIBO  00188559  GENOVESI"
20564,3,304208,"2018-04-30 00:00:00","2018-05-03 11:35:14","2018-05-03 00:00:00",469,252165,4790.00000,2,A,1,0,"2018-04-30 00:00:00","HOLOWINIEC VERDULERIA",1,26,,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C A    0001-00304208 De  HOLOWINIEC VERDULERIA"
20565,3,21259,"2018-04-26 00:00:00","2018-05-03 11:35:39","2018-05-03 00:00:00",469,252167,570.00000,2,A,1,0,"2018-04-26 00:00:00","HOLOWINIEC VERDULERIA",1,26,,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C A    0001-00021259 De  HOLOWINIEC VERDULERIA"
20566,3,3528,"2018-05-03 00:00:00","2018-05-03 13:03:31","2018-05-03 00:00:00",282,252224,540.00000,1,A,1,0,"2018-05-03 00:00:00",JUBAHI,6,33,,0,1,0.00000,0.00000,149757,0,NULL,NULL,NULL,"Factura B/C A    0001-00003528 De  JUBAHI"
20567,3,21745,"2018-05-03 00:00:00","2018-05-03 13:05:52","2018-05-03 00:00:00",90,252226,288.00000,1,B,1,0,"2018-05-03 00:00:00",CORREO,6,33,00000000,0,1,0.00000,0.00000,149759,0,NULL,NULL,NULL,"Factura B/C B    0001-00021745 De  CORREO"
20568,3,125488,"2018-05-03 00:00:00","2018-05-03 13:10:01","2018-05-03 00:00:00",371,252229,210.00000,1,B,1,0,"2018-05-03 00:00:00",REFRIGERIO,6,33,,0,1,0.00000,0.00000,149762,0,NULL,NULL,NULL,"Factura B/C B    0001-00125488 De  REFRIGERIO"
20569,3,25515,"2018-05-02 00:00:00","2018-05-03 13:58:01","2018-05-02 00:00:00",599,252240,143.00000,1,B,1,0,"2018-05-02 00:00:00","GASTOS VARIOS",6,33,,0,1,0.00000,0.00000,149773,0,NULL,NULL,NULL,"Factura B/C B    0001-00025515 De  GASTOS VARIOS"
20570,3,25115,"2018-05-02 00:00:00","2018-05-03 14:00:20","2018-05-02 00:00:00",71,252243,220.00000,1,B,1,0,"2018-05-02 00:00:00",AGUA,6,26,00000000000,0,1,0.00000,0.00000,149775,0,NULL,NULL,NULL,"Factura B/C B    0001-00025115 De  AGUA"
20571,3,518474,"2018-05-02 00:00:00","2018-05-03 14:01:32","2018-05-02 00:00:00",508,252244,1750.00000,1,A,1,0,"2018-05-02 00:00:00","CUBIERTAS EMR 344",1,26,,0,1,0.00000,0.00000,149776,0,NULL,NULL,NULL,"Factura B/C A    0001-00518474 De  CUBIERTAS EMR 344"
20572,3,1585418,"2018-05-02 00:00:00","2018-05-03 14:12:00","2018-05-02 00:00:00",215,252248,291.00000,1,A,1,0,"2018-05-02 00:00:00","PASTAS LEO",6,33,,0,1,0.00000,0.00000,149779,0,NULL,NULL,NULL,"Factura B/C A    0001-01585418 De  PASTAS LEO"
20573,3,3255656,"2018-05-02 00:00:00","2018-05-03 14:12:25","2018-05-02 00:00:00",49,252249,48.00000,1,A,1,0,"2018-05-02 00:00:00",LIBRERIA,1,26,00000000000,0,1,0.00000,0.00000,149780,0,NULL,NULL,NULL,"Factura B/C A    0001-03255656 De  LIBRERIA"
20574,3,21858787,"2018-05-02 00:00:00","2018-05-03 15:04:05","2018-05-02 00:00:00",52,252287,90.00000,1,B,1,0,"2018-05-02 00:00:00",VERDULERIA,6,26,00000000000,0,1,0.00000,0.00000,149818,0,NULL,NULL,NULL,"Factura B/C B    0001-21858787 De  VERDULERIA"
20575,3,21511,"2018-05-03 00:00:00","2018-05-03 15:21:05","2018-05-03 00:00:00",70,252303,102.00000,1,B,1,0,"2018-05-03 00:00:00",FERRETERIA,6,26,00000000000,0,1,0.00000,0.00000,149834,0,NULL,NULL,NULL,"Factura B/C B    0001-00021511 De  FERRETERIA"
20576,6,188560,"2018-05-04 00:00:00","2018-05-04 13:18:40","2018-05-04 00:00:00",30,252411,71254.46000,1,X,1," ","2018-05-04 00:00:00",KRAMER,1,26,0,0,1,71254.46000,NULL,149856,2229,NULL,NULL,NULL,"RECIBO  00188560  KRAMER"
20577,3,190418,"2018-04-19 00:00:00","2018-05-04 13:53:20","2018-04-19 00:00:00",553,252416,92430.18000,2,A,1,0,"2018-04-19 00:00:00","KEES DOMINGO",1,26,,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C A    0001-00190418 De  KEES DOMINGO"
20578,3,251558,"2018-05-04 00:00:00","2018-05-04 14:24:41","2018-05-04 00:00:00",394,252418,18500.00000,1,B,1,0,"2018-05-04 00:00:00","CARPINTERIA SAN CAYETANO",6,33,,0,1,0.00000,0.00000,149861,0,NULL,NULL,NULL,"Factura B/C B    0001-00251558 De  CARPINTERIA SAN CAYETANO"
20579,3,231558,"2018-05-04 00:00:00","2018-05-04 14:28:41","2018-05-04 00:00:00",371,252422,300.00000,1,B,1,0,"2018-05-04 00:00:00",REFRIGERIO,6,33,,0,1,0.00000,0.00000,149865,0,NULL,NULL,NULL,"Factura B/C B    0001-00231558 De  REFRIGERIO"
20580,3,2187848,"2018-05-04 00:00:00","2018-05-04 14:29:09","2018-05-04 00:00:00",48,252423,999.94000,1,A,1,0,"2018-05-04 00:00:00",COMBUSTIBLE,6,33,00000000,0,1,0.00000,0.00000,149866,0,NULL,NULL,NULL,"Factura B/C A    0001-02187848 De  COMBUSTIBLE"
20581,3,147,"2018-05-02 00:00:00","2018-05-04 14:32:25","2018-05-02 00:00:00",621,252424,54837.00000,2,A,42,0,"2018-05-02 00:00:00","NUEVA OLIVICULTURA SA",1,26,,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C A    0042-00000147 De  NUEVA OLIVICULTURA SA"
20582,3,148,"2018-04-27 00:00:00","2018-05-29 15:29:22","2018-04-27 00:00:00",505,252428,51393.00000,2,A,42,,"2018-04-27 00:00:00","GARCIA DIONISIO",1,26,,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C A    0042-00000148 De  GARCIA DIONISIO"
20583,3,15418,"2018-05-04 00:00:00","2018-05-04 14:39:59","2018-05-04 00:00:00",371,252436,450.00000,1,B,1,0,"2018-05-04 00:00:00",REFRIGERIO,6,33,,0,1,0.00000,0.00000,149877,0,NULL,NULL,NULL,"Factura B/C B    0001-00015418 De  REFRIGERIO"
20584,3,149,"2018-04-27 00:00:00","2018-05-04 14:42:18","2018-04-27 00:00:00",693,252447,37656.00000,2,A,42,0,"2018-04-27 00:00:00","CARANCINO JUAN",1,26,,0,1,0.00000,0.00000,0,0,NULL,NULL,NULL,"Factura B/C A    0042-00000149 De  CARANCINO JUAN"
20585,6,188561,"2018-05-04 00:00:00","2018-05-04 14:55:16","2018-05-04 00:00:00",283,252469,10000.00000,1,X,1," ","2018-05-04 00:00:00","BECARES LUIS",1,26,0,0,1,10000.00000,NULL,149908,2230,NULL,NULL,NULL,"RECIBO  00188561  BECARES LUIS"
20586,3,2434386,"2018-05-04 00:00:00","2018-05-04 15:14:53","2018-05-04 00:00:00",405,252473,254.72000,1,A,1,0,"2018-05-04 00:00:00",ABSA,1,26,,0,1,0.00000,0.00000,149910,0,NULL,NULL,NULL,"Factura B/C A    0001-02434386 De  ABSA"
20587,3,25149,"2018-05-04 00:00:00","2018-05-04 15:16:14","2018-05-04 00:00:00",405,252474,401.79000,1,A,1,0,"2018-05-04 00:00:00",ABSA,1,26,,0,1,0.00000,0.00000,149911,0,NULL,NULL,NULL,"Factura B/C A    0001-00025149 De  ABSA"
20588,3,251536,"2018-05-04 00:00:00","2018-05-04 15:16:45","2018-05-04 00:00:00",405,252475,707.18000,1,A,1,0,"2018-05-04 00:00:00",ABSA,1,26,,0,1,0.00000,0.00000,149912,0,NULL,NULL,NULL,"Factura B/C A    0001-00251536 De  ABSA"
20589,3,25148343,"2018-05-04 00:00:00","2018-05-04 15:17:38","2018-05-04 00:00:00",405,252477,644.50000,1,A,1,0,"2018-05-04 00:00:00",ABSA,1,26,,0,1,0.00000,0.00000,149913,0,NULL,NULL,NULL,"Factura B/C A    0001-25148343 De  ABSA"
20590,3,24412497,"2018-05-04 00:00:00","2018-05-04 15:18:13","2018-05-04 00:00:00",405,252478,312.81000,1,A,1,0,"2018-05-04 00:00:00",ABSA,1,26,,0,1,0.00000,0.00000,149914,0,NULL,NULL,NULL,"Factura B/C A    0001-24412497 De  ABSA"
20591,3,25153629,"2018-05-04 00:00:00","2018-05-04 15:18:46","2018-05-04 00:00:00",405,252479,707.18000,1,A,1,0,"2018-05-04 00:00:00",ABSA,1,26,,0,1,0.00000,0.00000,149915,0,NULL,NULL,NULL,"Factura B/C A    0001-25153629 De  ABSA"
20592,3,2441249,"2018-05-04 00:00:00","2018-05-04 15:19:23","2018-05-04 00:00:00",405,252480,1663.56000,1,A,1,0,"2018-05-04 00:00:00",ABSA,1,26,,0,1,0.00000,0.00000,149916,0,NULL,NULL,NULL,"Factura B/C A    0001-02441249 De  ABSA"
20593,3,2514215,"2018-05-04 00:00:00","2018-05-04 15:19:51","2018-05-04 00:00:00",405,252481,3627.98000,1,A,1,0,"2018-05-04 00:00:00",ABSA,1,26,,0,1,0.00000,0.00000,149917,0,NULL,NULL,NULL,"Factura B/C A    0001-02514215 De  ABSA"
20594,3,151488,"2018-05-04 00:00:00","2018-05-04 15:23:08","2018-05-04 00:00:00",84,252482,360.00000,1,B,1,0,"2018-05-04 00:00:00",ESTACIONAMIENTOS,6,33,00000000,0,1,0.00000,0.00000,149918,0,NULL,NULL,NULL,"Factura B/C B    0001-00151488 De  ESTACIONAMIENTOS"
20595,6,188562,"2018-05-04 00:00:00","2018-05-04 15:33:23","2018-05-04 00:00:00",211,252485,15600.00000,1,X,1," ","2018-05-04 00:00:00",CENTINEO,6,33,0,0,1,15600.00000,NULL,149920,2231,NULL,NULL,NULL,"RECIBO  00188562  CENTINEO"
20596,3,125888,"2018-05-04 00:00:00","2018-05-04 15:36:38","2018-05-04 00:00:00",626,252487,6000.00000,1,B,1,0,"2018-05-04 00:00:00",GUIAS,6,33,,0,1,0.00000,0.00000,149921,0,NULL,NULL,NULL,"Factura B/C B    0001-00125888 De  GUIAS"
20597,3,2154877,"2018-05-03 00:00:00","2018-05-04 15:39:36","2018-05-03 00:00:00",48,252491,2850.00000,1,A,1,0,"2018-05-03 00:00:00",COMBUSTIBLE,6,33,00000000,0,1,0.00000,0.00000,149924,0,NULL,NULL,NULL,"Factura B/C A    0001-02154877 De  COMBUSTIBLE"
20598,3,256499,"2018-05-03 00:00:00","2018-05-04 15:40:05","2018-05-03 00:00:00",371,252492,451.00000,1,B,1,0,"2018-05-03 00:00:00",REFRIGERIO,6,33,,0,1,0.00000,0.00000,149925,0,NULL,NULL,NULL,"Factura B/C B    0001-00256499 De  REFRIGERIO"
20599,3,21555,"2018-05-03 00:00:00","2018-05-04 15:51:40","2018-05-03 00:00:00",39,252496,224.00000,1,A,1,0,"2018-05-03 00:00:00","RICA PRODUCTOS",1,26,00000000000,0,1,0.00000,0.00000,149929,0,NULL,NULL,NULL,"Factura B/C A    0001-00021555 De  RICA PRODUCTOS"
