CodigoArticulo;DescripcionArticulo;Anulado;UnidadesXBulto;ValorUMedida;UnidadMedida
6038;YOGUR C/CER ENT LS CLASICO X159GR;NO;20;1;UNIDAD
1112;QSO CREM CASAMCREM ENT FORT X200GR;NO;12;1;UNIDAD
1113;QSO CREM CASAMCREM LIGHT FORT X200GR;NO;12;1;UNIDAD
1136;QSO CREM CASANCREM ENT FORT X480GR;NO;12;1;UNIDAD
1137;QSO CREM CASANCREM LIGHT FORT X480GR;NO;12;1;UNIDAD
1231;QSO CREM CASANCREM ENT FORT X290GR;NO;12;1;UNIDAD
1232;QSO CREM CASANCREM LIHGT FORT X290GR;NO;12;1;UNIDAD
5042;POSTRE SERENITO  X1  100GR;NO;48;1;UNIDAD
5049;FLAN SERENITO C/CARAMELO X100GR;NO;48;1;UNIDAD
4660;QUESO LS CREMON 2BLE CRE S/LACT H.X3KG;NO;6;1;UNIDAD
4661;QUESO LS CREMON 2BLE CREM S/LACT X500GR;NO;24;1;UNIDAD
3562;BEB LACT LS BEBIB UAT PRISM 250CM;NO;24;1;UNIDAD
3654;BEB LACT LS BEBIB UAT T.SQ X 1L;NO;12;1;UNIDAD
4662;QUESO LS CREM LIGHT S/LACT X 500GR;NO;24;1;UNIDAD
4663;QUESO LS PORT SALUT S/LACT X500GR;NO;24;1;UNIDAD
4664;QUESO LS PORT SALUT LIGUT S/LACT X500GR;NO;24;1;UNIDAD
4670;QUESO LS CREMON CREM S/LACT H.X3KG;NO;6;1;UNIDAD
4680;QUESO LS CREMON LIGHTS/LACT H.X 3KG;NO;6;1;UNIDAD
4671;QUESO LS CREMOSO S/LACT X500GR;NO;24;1;UNIDAD
1361;GRAN COMPRA BATIDO ENT  120GR;NO;48;1;UNIDAD
6032;YOGUR LS CLASICO BATIDO ENT 120GR;NO;48;1;UNIDAD
6035;YOGUR LS CLASICO FIRME ENT X120GR;NO;48;1;UNIDAD
3926;BEBIDA LAC LS JUNIOR UAT T.SLIM 200GR;NO;24;1;UNIDAD
5040;POSTRE SERENITO CHOCOB 118GR;NO;20;1;UNIDAD
5041;POSTRE SERENITO C/CONFIT X120GR;NO;20;1;UNIDAD
5044;POSTRE SERENITO POTE  X120GR;NO;20;1;UNIDAD
6021;YOGURISIMO ENT FIR B9 ZINC X 190GR;NO;20;1;UNIDAD
6124;YOGURISIMO C/CER B9 ZINC X166GR;NO;20;1;UNIDAD
9342;YOGUR SER C/CER PROBIOT 166GR;NO;20;1;UNIDAD
6027;YOGURISIMO SACHET B9 ZINC 220GR;NO;68;1;UNIDAD
6123;YOGURISIMO C/ROKLETS B9 ZINC 164GR;NO;20;1;UNIDAD
9343;YOGUR CALCI+ POTE X120GR;NO;48;1;UNIDAD
9344;YOGUR SER BATIDO 140GR;NO;48;1;UNIDAD
9345;YOGUR SER FIRME PROBIOT 190GR;NO;20;1;UNIDAD
9346;YOGUR SER SACHET PROBIOT X 1000GR;NO;17;1;UNIDAD
3586;LECHE LS UAT DESC PROTIN PET X1L;NO;6;1;UNIDAD
3656;BEBIDA LAC LS  UAT 0%GRASAS X1L;NO;12;1;UNIDAD
3735;QUESO LS FINLANDIA SACHET 2.100KG;NO;2;1;UNIDAD
6028;YOGURISIMO ENT NATURAL X190GR;NO;20;1;UNIDAD
1242;CASANCREM INTENSO SAB ORIG X290GR;NO;12;1;UNIDAD
1246;CASANCREM INTENSO ORIGINAL X200GR;NO;12;1;UNIDAD
6960;YOGURISIMO CREMIX B9 ZINC  480GS;NO;12;1;UNIDAD
9340;YOGUR SER NAT PROBIOTICOS 177GR;NO;20;1;UNIDAD
9341;YOGUR SER C/CER BERRIES 155GR;NO;20;1;UNIDAD
3574;LECHE LS UAT P. DESC FOT 2% PET 1L;NO;6;1;UNIDAD
3571;LECHE LS UAT P.DESC LIV FORT 1% BRICK;NO;12;1;UNIDAD
3588;LECHE LS UAT P.DESC C/FE FORT VIT PET;NO;6;1;UNIDAD
3589;LECHE LS UAT P.DESC EXT CAL VIT 1L;NO;6;1;UNIDAD
3590;LECHE LS UAT P.DESC CARDIO FORT VIT;NO;6;1;UNIDAD
6025;YOGURISIMO ENT FIRME B9 ZINC 120GR;NO;48;1;UNIDAD
4665;QUESO LS SANIT PAULIN S/LAC X500GR;NO;12;1;UNIDAD
3564;BEBIDA LAC BEBIB UAT 0% GRAS 250CM;NO;24;1;UNIDAD
3587;LECHE LS UAT P.DESC ZERO LACT FORT 1L;NO;6;1;UNIDAD
9335;YOGUR SER BOTELLA X 190GR;NO;35;1;UNIDAD
9347;YOGUR SER NAT X 300GR;NO;12;1;UNIDAD
4706;QUESO LS PROVOLONE S/LACT FRACC X310GR;NO;16;1;UNIDAD
4707;QUESO LS GRANA PAMPEANO S/LACT X310GR;NO;16;1;UNIDAD
4362;L.POLVO DESC INST.FORT VIT B.200GR;NO;40;1;UNIDAD
4363;L.POLVO LS ENT.INST. FORT.VIT.EST X400GR;NO;10;1;UNIDAD
4364;L.POLVO LS DESC.INST.FORT.VIT.EST X400GR;NO;10;1;UNIDAD
4704;QUESO LS SARDO S/LACT FRACC 280GR;NO;18;1;UNIDAD
4705;QUESO LS REGGIANITO S/LACT FRACC 310GR;NO;16;1;UNIDAD
6251;DULCE DE LECHE LS COLONIAL CAL P.250GR;NO;12;1;UNIDAD
6252;DULCE DE LECHE COLONIAL CAL P.400GR;NO;12;1;UNIDAD
6253;DULCE DE LECHE LS CLASICO CAL P.400GR;NO;12;1;UNIDAD
9667;YOGURISIMO TETRABRIX B9 ZINC X1KG;NO;12;1;UNIDAD
2230;QUESO LS RALLADO SOBRE X70GR;NO;112;1;UNIDAD
2231;QUESO LS RALLADO BOLSA X130GR;NO;63;1;UNIDAD
2232;QUESO LS RALLADO BOLSA X175GR;NO;54;1;UNIDAD
3671;BEBIDA LACT UAT LS SENSE FORT X1L;NO;12;1;UNIDAD
3672;BEBIDA LACT UAT LS SENSE FORT X250CC;NO;24;1;UNIDAD
4361;L.POLVO LS ENT INST FORT VIT B.200GR;NO;40;1;UNIDAD
6250;DULCE DE LECHE LS REPOST F.CALC X400GR;NO;12;1;UNIDAD
6044;YOGUR ENT LS CLAS C/FRUT X140GR;NO;20;1;UNIDAD
3258;QUESO LS FINLANDIA BALANCE P. 180GR;NO;24;1;UNIDAD
3267;QUESO LS FINL JAM/PARM P.185GS;NO;24;1;UNIDAD
3277;QUESO LS FINLANDIA CHEDDAR P.185GR;NO;24;1;UNIDAD
3734;QUESO LS FINLANDIA BALANCE P.290GR;NO;12;1;UNIDAD
6039;YOGURISIMO EST GRIEGO FORT 125GR;NO;12;1;UNIDAD
6050;DANONINO BOTELLITA 100GR;NO;48;1;UNIDAD
6051;DANONINO BOTELLITA 185GR;NO;35;1;UNIDAD
3281;QUESO FINLANDIA LIGHT SUIZO P.180GR;NO;24;1;UNIDAD
6255;DULCE DE LECHE LS TRAD ARG F.CAL P.400GR;NO;12;1;UNIDAD
5319;DANETTE POSTRE LAC SAB INT X 95GR;NO;72;1;UNIDAD
6257;PROD A BAS DDL Y CACAO LS F/CAL 400GR;NO;12;1;UNIDAD
6690;PROD.UNTAB ARMONIA FORT VIT PAQ 200GR;NO;10;1;UNIDAD
7701;CREMA LS UAT FORT VITAM T.TOP 200GR;NO;24;1;UNIDAD
7703;CREMA LS UAT CULIN F.VIT T,TOP 200GR;NO;24;1;UNIDAD
7711;CREMA LS UAT FORT VIT T.TOP 330GR;NO;12;1;UNIDAD
3278;QUESO LS FINLANDIA LIGHT AZUL P.180GR;NO;24;1;UNIDAD
4376;L.MODIF. EN POLVO ARMONIA VIT B.400GR;NO;24;1;UNIDAD
7704;CREMA LS UAT LIV FOT VIT T.TOP X200CM;NO;24;1;UNIDAD
7712;CREMA LS UAT CULINARIA F.VIT T.TOP 330CM;NO;12;1;UNIDAD
7713;PROD P BATIR CREMA ARMONIA FOT SL X200CM;NO;24;1;UNIDAD
1249;QUESO CASANCREM LIGERO 200GR;NO;12;1;UNIDAD
3572;LECHE LS UAT ENT FORT VIT 3% TS X200CM;NO;24;1;UNIDAD
4375;L MODIF E/POLVO ARMONIA VIT BOLSA 800GR;NO;12;1;UNIDAD
4683;QUESO LS DAMBO S/LACT HORMA 3.5KG;NO;3;1;UNIDAD
7702;CREMA LS UAT FORT VIT T  SLIM X200CM;NO;24;1;UNIDAD
3738;QUESO LS CREMON LIGHT P.280GR;NO;12;1;UNIDAD
7715;CREMA LS UAT FORT VIT T SQ X 520CM;NO;12;1;UNIDAD
6040;MI PRIMER YOGURISIMO BATIDO X120GR;NO;48;1;UNIDAD
9160;SER GELATINA 105GR;NO;48;1;UNIDAD
3739;QUESO LS CREMON ORIGINAL P.280GR;NO;12;1;UNIDAD
3482;LECHE LS ULT DESC MULTIDEF 2% X1L;NO;17;1;UNIDAD
3483;LECHE LS ULT ENT MULTIDEF 3% X1L;NO;17;1;UNIDAD
3484;LECHE LS ULT DESC MULTID 0% X1L;NO;17;1;UNIDAD
1243;QUESO CREMA CASAMC CIBOUL X200GR;NO;12;1;UNIDAD
1244;QUESO CREMA CAMC INT JAM X200GR;NO;12;1;UNIDAD
9221;ACTIVIA YOGUR C/PROBIO X 1L;NO;17;1;UNIDAD
9646;QUESO SILK CASTAÑA DE CAJU 200GR;NO;22;1;UNIDAD
9647;QUESO SILK CAST DE CAJU CIB 200GR;NO;22;1;UNIDAD
5320;DANETTE POSTRE C/COOKIES 116GR;NO;20;1;UNIDAD
4684;QUESO LS PATEGRAS S/LACT H. X4KG;NO;4;1;UNIDAD
6080;YOGURISIMO NAT S/AZUCAR 300GR;NO;12;1;UNIDAD
9227;ACTIVIA YOGUR PROBIOT P.125GR;NO;48;1;UNIDAD
9575;ACTIMEL ENT 100GR;NO;48;1;UNIDAD
9576;ACTIMEL DESC 100GR;NO;48;1;UNIDAD
3404;PREP. VEG. BEBIBLE LS C/MANI FORT X 1L;NO;12;1;UNIDAD
3290;CREMA ARMONIA P/BATIR TETRA TOP 200CC;NO;24;1;UNIDAD
3457;MANTECA LS LIGHT PAQ X 200GR;NO;10;1;UNIDAD
4682;QUESO LS ESTILO CAMPO S/LAC H 3.5KG;NO;3;1;UNIDAD
6433;DANONINO CHOCOLATADA X 200ML;NO;24;1;UNIDAD
4701;QUESO LS REGGIANITO S/LAC 1/4KG;NO;1;1;UNIDAD
1241;QUESO CASAMCREM INT LIGHT 290GR;NO;12;1;UNIDAD
1245;QUESO CASANCREM INT LIGHT200GR;NO;12;1;UNIDAD
5321;POSTRE DANETTE C/CHOC 116GR;NO;20;1;UNIDAD
9349;YOGUR CALC + PROB DESC BOT 100GR;NO;48;1;UNIDAD
5779;LECHE NUTRILON 3 POUCH 1200GR;NO;10;1;UNIDAD
5789;LECHE VITAL FIBRA PLUS LATA 775GR;NO;12;1;UNIDAD
2399;MOZZARELLA LS S/LACT BOLSA X 220GR;NO;20;1;UNIDAD
1223;QUESO BLANCO GARCIA 290GR;NO;12;1;UNIDAD
6045;YOGUR GARCIA DESC SACHET X 900GR;NO;17;1;UNIDAD
6046;YOGUR GARCIA DESC X 140GR;NO;20;1;UNIDAD
3291;QSO ARMONIA RALLADO BOLSA X120GR;NO;63;1;UNIDAD
1142;RICOTA GARCIA SEMIGRASA 500GR;NO;18;1;UNIDAD
9156;POSTRE SER MOUSSE POTE X 70GR;NO;20;1;UNIDAD
9348;YOGUR SER CAL + SACHET X 1000GR;NO;17;1;UNIDAD
2142;BEB. DE LECHE LS CACAO PROT BRICK 1L;NO;12;1;UNIDAD
3405;PREP VEG BEB LS GRANOLA FORT SQU X1L;NO;12;1;UNIDAD
9534;DANETTE MOUSSE X80GR;NO;20;1;UNIDAD
6047;QSO GARCIA EXTRA VIT  290GR;NO;12;1;UNIDAD
4690;QUESO LS ESTILO CAMPO S/LAC FRACC 500 G;NO;24;1;UNIDAD
9161;CHOCOLATADA SERENITO 200ML;NO;24;1;UNIDAD
4689;QUESO LS MINIFYMBO S/LACT X500GR;NO;20;1;UNIDAD
3412;PREP.VEG. BEBIB LS C/ARROZ Y JUGO X1L;NO;12;1;UNIDAD
4668;QUESO SER S/LACT FRACC X 500GR;NO;24;1;UNIDAD
6516;YOGUR LA ANONIMA SACHET X1000GR;NO;17;1;UNIDAD
6156;YOGUR LA ANONIMA SACHET X1000GR;NO;17;1;UNIDAD
1497;DANONINO YOGUR FFS 80.5 GR;NO;72;1;UNIDAD
6026;YOGURISIMO ENT FIRME VIT B3 X190GR;NO;20;1;UNIDAD
9535;POSTRE DANETTE COPA X100GR;NO;20;1;UNIDAD
6517;YOGUR LA ANONIMA BAT. X120GR;NO;48;1;UNIDAD
9352;YOGUR SER CAL + SACHET X1000GR;NO;17;1;UNIDAD
1668;QUESO LS FIN.CHEF HEBRAS BOLSAS X 1 KG;NO;1;1;UNIDAD
3741;QUESO LS FIN. CHEDDAR MANGA 2KG;NO;0;1;UNIDAD
3740;QUESO LS FIN. CLASICO X2 KG;NO;4;1;UNIDAD
9402;LECHE VITAL 3 LATA 800GS;NO;12;1;UNIDAD
9403;LECHE VITAL 2 LATA 800GS;NO;12;1;UNIDAD
6520;YOGURISIMO ENT. SACHET VIT 1000GR;NO;17;1;UNIDAD
3414;PREP-VEG.BEB.ARROZ C/JUG. SLIM 200CM;NO;24;1;UNIDAD
6055;YOGUR LS CLAS. VIT ENT SACHET 900GR;NO;17;1;UNIDAD
6064;QSO CREMA CASANCREM ENT VIT 290GR;NO;12;1;UNIDAD
6065;QSO CREMA CASANCREM LIGHT VIT 290GR;NO;12;1;UNIDAD
6066;QSO BLANCO LS CLASICO ENT X290GR;NO;12;1;UNIDAD
6067;QSO BLANCO LS CLASICO LIGHT X290GR;NO;12;1;UNIDAD
6068;SERENITO GELATINA C/VIT X105GR;NO;48;1;UNIDAD
9360;YOGUR DIET DESC C/FITES FORT 100GR;NO;48;1;UNIDAD
9361;YOGUR DIET DESC C/FITOES FORT 400GR;NO;12;1;UNIDAD
6070;QSO CREMA ENT C/VIT B9 A Y D X480GR;NO;12;1;UNIDAD
6071;QSO CREMA LIG C/VIT B9 A Y D X4480GR;NO;12;1;UNIDAD
9197;LECHE CHOC PARC DESC HOMO X200CM3;NO;24;1;UNIDAD
1499;YOGUR ENDUL PARC DESC ADIC 100GR;NO;48;1;UNIDAD
1500;YOGUR ENDUL PARC DESC ADIC X185GR;NO;35;1;UNIDAD
9174;POSTRE FLAN S/HUEV FORT C/VIT 95GR;NO;48;1;UNIDAD
9173;POSTRE FORT C/VIT A D Y ACID;NO;72;1;UNIDAD
9356;YOGUR C/PROBIO DIET DESC S/LA 185GR;NO;35;1;UNIDAD
9358;YOGUR C/PROBIO PARC DESC X 175GR;NO;20;1;UNIDAD
9359;YOGUY C/PROBIO DIET PARC DESC X175GR;NO;20;1;UNIDAD
9362;YOGUR C/PROBIO DIET DESC S/L 175GR;NO;20;1;UNIDAD
9355;YOGUR PREFOR BAT C/COLC VIT 175GR;NO;20;1;UNIDAD
6059;YOGUR FIRM C/PROBIO END PARC 120GR;NO;48;1;UNIDAD
6048;YOGUR DIETET DESC FORT C/ZIN 900GR;NO;17;1;UNIDAD
6063;YOGUR ENDUL PARC DESC FORT 120GR;NO;48;1;UNIDAD
9163;POSTRE FORT C/VIT A D Y ACID F 100GR;NO;48;1;UNIDAD
9162;FLAN S/HUEV DIETETI FORT C/VIT 95GR;NO;48;1;UNIDAD
9350;YOGUR C/PROBIOT DIETE PARC DESC 120GR;NO;48;1;UNIDAD
9354;YOGUR C/PROBIO DIET DESC C/CAL 100GR;NO;48;1;UNIDAD
6521;YOGUR C/PROBIO ENDUL FORT C/ZIN 1K;NO;12;1;UNIDAD
3582;LECHE LS UAT P.DESC FORT VIT 2% B.1L;NO;12;1;UNIDAD
6518;YOGURISIMO CREMIX X 12 GR VIT B9 ZINC B3;NO;48;1;UNIDAD
7716;CREMA LS UAT CULINARIA F.VIT T SQ520CC;NO;12;1;UNIDAD
3520;LECHE LS ULT P.DESC RED LAC FORT 1L;NO;17;1;UNIDAD
6049;YOGURISIMO ENT FIRM VIT B3 120GR;NO;48;1;UNIDAD
6056;YOGUR LS CLASICO DESC C/CER VIT 157GR;NO;20;1;UNIDAD
6060;YOGUR ENT LS CLAS CON VIT X190GR;NO;20;1;UNIDAD
3454;MANTECA LS RED. GRASAS P.200GR;NO;12;1;UNIDAD
9992;LECHE CINDOR VIT B9 B3 X 1L;NO;12;1;UNIDAD
6054;YOGUR LS CLASICO BAT ENT VIT 120GR;NO;48;1;UNIDAD
3607;KINDER SORP MI VILLANO FAV 3  24 X8 UNID;NO;8;1;UNIDAD
1412;CREMA LS UAT TETRA SQUARE 520CC.;NO;12;1;UNIDAD
9658;YOGURISIMO CREMIX SABORIZADO 120 GR;NO;48;1;UNIDAD
9944;YOGUR SER C/CEREALES TROPICALES;NO;20;1;UNIDAD
9955;YOGURT SER C/CEREALES BERRIES;NO;20;1;UNIDAD
1413;CREMA LS UAT TETRA SLIM 200 CC;NO;24;1;UNIDAD
3088;LECHE LS UAT ENTERA 3% BRIK 1L;NO;12;1;UNIDAD
6110;YOGUR ENTERO EST. ITALIANO VITO;NO;12;1;UNIDAD
1247;POSTRE SERENITO WAU X 1 100G;NO;48;1;UNIDAD
3205;LECHE LS ULT. ENT.C/FE 3% SACHET X 1L;NO;16;1;UNIDAD
3210;LECHE LS ULT. DESC. C/FE 1% SACHET X 1L;NO;16;1;UNIDAD
5047;FLAN SERENITO X 100;NO;48;1;UNIDAD
3180;QUESO LS CREMON CREMOSO HORMA 3KG.;NO;6;1;UNIDAD
3181;QUESO LS CREMOSO FRACC;NO;24;1;UNIDAD
9159;FLAN SER 95 GR.;NO;48;1;UNIDAD
6133;YOGURISIMO CON ARITOS FRUTALES;NO;20;1;UNIDAD
3710;QUESO LS RALLADO EDIC. ESP. BOLSA;NO;84;1;UNIDAD
3091;LECHE LS UAT DESCREMADA 0% BRIK X 1L;NO;12;1;UNIDAD
3283;LECHE LS ENT UAT FORT. 3% SLIM;NO;24;1;UNIDAD
3440;QUESO LS CREMON DESAYUNO POTE 300;NO;12;1;UNIDAD
3311;PROD UNT BASE CREMA ARMONIA PAQ.200 GR;NO;10;1;UNIDAD
1359;GRAN COMPRA DESC. CREMIX 120;NO;48;1;UNIDAD
1362;GRAN COMPRA ENTERO SACHET X 900;NO;17;1;UNIDAD
1369;GRAN COMPRA DESC. C/FRUTAS;NO;48;1;UNIDAD
1381;GRAN COMPRA DESC. SACHET X 900;NO;17;1;UNIDAD
1208;QUESO CREMA CASANCREM 290GR ENTERO;NO;12;1;UNIDAD
1209;QUESO CREMA CASANCREM LIGHT 290GR;NO;12;1;UNIDAD
1370;GRAN COMPRA ENTERO C/FRU 120GR;NO;48;1;UNIDAD
1134;QUESO CREMA LIGHT CASAMCREM 480GR;NO;12;1;UNIDAD
6002;YOGURISIMO C/CHOCOLATE X145 GR.;NO;20;1;UNIDAD
6003;YOGURISIMO C/CEREALES X 149 GR;NO;20;1;UNIDAD
6004;YOGURISIMO C/ ARITOS FRUTALES X145 GR.;NO;20;1;UNIDAD
9609;YOGURISIMO ENT FIRME X 120GR;NO;48;1;UNIDAD
2260;SALCHICHA GRANJA IRIS VIENA X 6;NO;20;1;UNIDAD
5046;SERENITO GELATINA 105 GR;NO;48;1;UNIDAD
1233;SER POWERFOOD X 160GR;NO;20;1;UNIDAD
9700;YOPRO SHAKE X250 CC;NO;24;1;UNIDAD
1230;SER PROTEINA X 150GR;NO;12;1;UNIDAD
5048;SERENITO CAPUCHON COOKIES X 116GR.;NO;20;1;UNIDAD
9826;ACTIVIA SACHET DESLAC. 1000 GR;NO;17;1;UNIDAD
9966;SER TOTAL C/CER Y FRUT 158 GR;NO;20;1;UNIDAD
6581;YYS SACHET DESLAC. 1000GR;NO;17;1;UNIDAD
1721;BEBIDA A B LECHE PROTEIN CACAO PRISMA;NO;16;1;UNIDAD
3111;BEB. DE LECHE SEREMIX SACHET 1L;NO;17;1;UNIDAD
3560;BEBIDA LACTEA LS JUNIOR UAT T SLIM 200;NO;24;1;UNIDAD
6120;YOGURISIMO C/ ROCKLETS X 164GR;NO;20;1;UNIDAD
6005;YOGURISIMO DESC. C/CEREALES;NO;20;1;UNIDAD
6510;YOGURISIMO DESC. SACHET;NO;17;1;UNIDAD
9532;DANETTE TOPPING CHOCOLINA 116GR;NO;20;1;UNIDAD
9533;DANETTE TOPPING COOKIES;NO;20;1;UNIDAD
9660;YOGURISIMO BATIDO DESC. 120GR;NO;48;1;UNIDAD
6233;YOGUR SER +FORTI DESC SACHET 500 GR;NO;34;1;UNIDAD
5317;DANETTE 95 GR;NO;72;1;UNIDAD
3877;DULCE DE LECHE SER POTE 300 GR;NO;12;1;UNIDAD
3925;BEBIDA LACTEA LS JUNIOR FORT SACH;NO;17;1;UNIDAD
5318;DANETTE FLAN 95 GR.;NO;48;1;UNIDAD
3661;BEBIDA LACTEA LS BEBIBLE ULTRA;NO;17;1;UNIDAD
3662;BEBIDA LACTEA LS 0% GRASAS;NO;17;1;UNIDAD
5045;SERENITO GELATINA 105 GR;NO;48;1;UNIDAD
9991;LECHE CINDOR VIT B9 1LT;NO;12;1;UNIDAD
1385;GRAN COMPRA QUESO ENT. X 290GR;NO;12;1;UNIDAD
6031;YOGUR LS CLASICO BATIDO DESC 120GR;NO;48;1;UNIDAD
6514;YOGURISIMO ENT + FORTI SACHET FORTIF.;NO;17;1;UNIDAD
2141;BEBIDA DE LECHE LS PROTEIN CACAO F. VIT;NO;12;1;UNIDAD
3575;LECHE LS UAT ENT CLASICA FORT 3% PET 1L;NO;6;1;UNIDAD
3573;LECHE LS UAT DESCREMADA FORT 0% PET 1L;NO;6;1;UNIDAD
3576;LECHE LS UAT P.DESCREMADA FORT 1% PET;NO;6;1;UNIDAD
1498;DANONINO SACHET 900GR PAW PATROL;NO;17;1;UNIDAD
6912;YOGURISIMO FIRME PACK 480 GR B9 ZINC;NO;12;1;UNIDAD
9686;YOGURISIMO CREMIX 120 GR ZINC;NO;48;1;UNIDAD
3570;LECHE LS UAT ENT. CLASICA FORT. 3% BRIK1;NO;12;1;UNIDAD
9337;SER COLCHON DE FRUTAS 175GR;NO;20;1;UNIDAD
9339;SER NAT COLCHON DE FRUTAS;NO;12;1;UNIDAD
2229;QUESO LS RALLADO SOBRE 35GR;NO;90;1;UNIDAD
3217;QUESO LS FINLANDIA PROCESADO POTE 180GR;NO;24;1;UNIDAD
3218;QUESO LS FINLANDIA LIGHT POTE 180GR;NO;24;1;UNIDAD
3568;LECHE ARMONIA UAT P. DESC VIT 1% BRICK;NO;12;1;UNIDAD
3569;LECHE ARMONIA UAT DESC. VIT 2% BRIK;NO;12;1;UNIDAD
3732;QUESO LS FINLANDIA POTE 290 G;NO;12;1;UNIDAD
3733;QUESO LS FINLANDIA LIGHT POTE 290;NO;12;1;UNIDAD
4365;L. POLVO LS ENT. ZERO LACT EST 400 G;NO;10;1;UNIDAD
4687;QUESO LS PATEGRAS S/LACT FRACC 340R;NO;24;1;UNIDAD
4688;QUESO LS GOUDA SIN LACTOSA FRACC 340 GR;NO;24;1;UNIDAD
9331;SER COLCHON DE FRUTAS 160 GR;NO;20;1;UNIDAD
9338;SER NATUR 140 GR;NO;20;1;UNIDAD
4700;QUESO LS SARDO SIN LAC. 1/2 HORMA;NO;1;1;UNIDAD
9228;ACTIVIA YOGUR PROBIOTICOS BEBIBLE 190;NO;35;1;UNIDAD
6972;YOGURISIMO FIRME PACK 480GR VIT B3;NO;12;1;UNIDAD
9351;YOGUR SER SACH 1000GR PROB. ZINC;NO;17;1;UNIDAD
9165;POSTRE SERENITO CON CONFTES VIT 120;NO;20;1;UNIDAD
9166;POSTRE SERENITO COMB VITAMINAS 120;NO;20;1;UNIDAD
9167;POSTRE SERENITO CON VIT POTE 120GR;NO;20;1;UNIDAD
9172;POSTRE SERENITO CHOCOBOMBAS VIT 118;NO;20;1;UNIDAD
9357;YOGURT SER FIRME 190GR PROBIOT ZINC;NO;20;1;UNIDAD
9168;POSTRE SERENITO FFS CON VIT X 100;NO;48;1;UNIDAD
6052;YOGURT LS CLASICO ENT ARITOS FRU;NO;20;1;UNIDAD
6519;YOGURISIMO CREMIX PACK 480GR B9 ZINC B;NO;12;1;UNIDAD
9664;YOGURISIMO GO BOT 190GR VIT B3;NO;35;1;UNIDAD
9164;FLAN SERENITO CON VITAMINAS X 100GR;NO;48;1;UNIDAD
6524;YOGURT LA ANONIMA SACHET VIT 1000GR;NO;17;1;UNIDAD
