CodigoArticulo;DescripcionArticulo;Anulado;UnidadesXBulto;ValorUMedida;Pesable
9227;ACTIVIA YOGUR PROBIOT P.125GR;NO;48;0;SI
9575;ACTIMEL ENT 100GR;NO;48;0;SI
9576;ACTIMEL DESC 100GR;NO;48;0;SI
3404;PREP. VEG. BEBIBLE LS C/MANI FORT X 1L;NO;12;0;SI
3290;CREMA AROMIA P/BATIR TETRA TOP 200CC;NO;24;0;SI
3457;MANTECA LS LIGHT PAQ X 200GR;NO;10;0;SI
4682;QUESO LS ESTILO CAMPO S/LAC H 3.5KG;NO;3;0;NO
6433;DANONINO CHOCOLATADA X 200ML;NO;24;0;SI
4701;QUESO LS REGGIANITO S/LAC 1/4KG;NO;1;0;NO
1241;QUESO CASAMCREM INT LIGHT 290GR;NO;12;0;SI
1245;QUESO CASANCREM INT LIGHT200GR;NO;12;0;SI
5321;POSTRE DANETTE C/CHOC 116GR;NO;20;0;SI
9349;YOGUR CALC + PROB DESC BOT 100GR;NO;48;0;SI
5779;LECHE NUTRILON 3 POUCH 1200GR;NO;10;0;SI
5789;LECHE VITAL FIBRA PLUS LATA 775GR;NO;12;0;SI
2399;MOZZARELLA LS S/LACT BOLSA X 220GR;NO;20;0;SI
1223;QUESO BLANCO GARCIA 290GR;NO;12;0;SI
6045;YOGUR GARCIA DESC SACHET X 900GR;NO;17;0;SI
6046;YOGUR GARCIA DESC X 140GR;NO;20;0;SI
3291;QSO ARMONIA RALLADO BOLSA X120GR;NO;63;0;SI
1142;RICOTA GARCIA SEMIGRASA 500GR;NO;18;0;SI
9156;POSTRE SER MOUSSE POTE X 70GR;NO;20;0;SI
9348;YOGUR SER CAL + SACHET X 1000GR;NO;17;0;SI
2142;BEB. DE LECHE LS CACAO PROT BRICK 1L;NO;12;0;SI
3405;PREP VEG BEB LS GRANOLA FORT SQU X1L;NO;12;0;SI
9534;DANETTE MOUSSE X80GR;NO;20;0;SI
6047;QSO GARCIA EXTRA VIT  290GR;NO;12;0;SI
4690;QUESO LS ESTILO CAMPO S/LAC FRACC 500 G;NO;24;0;NO
9161;CHOCOLATADA SERENITO 200ML;NO;24;0;SI
4689;QUESO LS MINIFYMBO S/LACT X500GR;NO;20;0;NO
3412;PREP.VEG. BEBIB LS C/ARROZ Y JUGO X1L;NO;12;0;SI
4668;QUESO SER S/LACT FRACC X 500GR;NO;24;0;NO
6516;YOGUR LA ANONIMA SACHET X1000GR;NO;17;0;SI
6156;YOGUR LA ANONIMA SACHET X1000GR;NO;17;0;SI
1497;DANONINO YOGUR FFS 80.5 GR;NO;72;0;SI
6026;YOGURISIMO ENT FIRME VIT B3 X190GR;NO;20;0;SI
9535;POSTRE DANETTE COPA X100GR;NO;20;0;SI
6517;YOGUR LA ANONIMA BAT. X120GR;NO;48;0;SI
9352;YOGUR SER CAL + SACHET X1000GR;NO;17;0;SI
1668;QUESO LS FIN.CHEF HEBRAS BOLSAS X 1 KG;NO;1;0;SI
3741;QUESO LS FIN. CHEDDAR MANGA 2KG;NO;0;0;SI
3740;QUESO LS FIN. CLASICO X2 KG;NO;4;0;SI
9402;LECHE VITAL 3 LATA 800GS;NO;12;0;SI
9403;LECHE VITAL 2 LATA 800GS;NO;12;0;SI
6520;YOGURISIMO ENT. SACHET VIT 1000GR;NO;17;0;SI
3414;PREP-VEG.BEB.ARROZ C/JUG. SLIM 200CM;NO;24;0;SI
6055;YOGUR LS CLAS. VIT ENT SACHET 900GR;NO;17;0;SI
6064;QSO CREMA CASANCREM ENT VIT 290GR;NO;12;0;SI
6065;QSO CREMA CASANCREM LIGHT VIT 290GR;NO;12;0;SI
6066;QSO BLANCO LS CLASICO ENT X290GR;NO;12;0;SI
6067;QSO BLANCO LS CLASICO LIGHT X290GR;NO;12;0;SI
6068;SERENITO GELATINA C/VIT X105GR;NO;20;0;SI
3607;KINDER SORP MI VILLANO FAV 3  24 X8 UNID;NO;8;0;SI
1412;CREMA LS UAT TETRA SQUARE 520CC.;NO;12;0;SI
9658;YOGURISIMO CREMIX SABORIZADO 120 GR;NO;48;0;SI
9944;YOGUR SER C/CEREALES TROPICALES;NO;20;0;SI
9955;YOGURT SER C/CEREALES BERRIES;NO;20;0;SI
1413;CREMA LS UAT TETRA SLIM 200 CC;NO;24;0;SI
3088;LECHE LS UAT ENTERA 3% BRIK 1L;NO;12;0;SI
6110;YOGUR ENTERO EST. ITALIANO VITO;NO;12;0;SI
1247;POSTRE SERENITO WAU X 1 100G;NO;48;0;SI
3205;LECHE LS ULT. ENT.C/FE 3% SACHET X 1L;NO;16;0;SI
3210;LECHE LS ULT. DESC. C/FE 1% SACHET X 1L;NO;16;0;SI
5047;FLAN SERENITO X 100;NO;48;0;SI
3180;QUESO LS CREMON CREMOSO HORMA 3KG.;NO;6;0;NO
3181;QUESO LS CREMOSO FRACC;NO;24;0;NO
9159;FLAN SER 95 GR.;NO;48;0;SI
6133;YOGURISIMO CON ARITOS FRUTALES;NO;20;0;SI
3710;QUESO LS RALLADO EDIC. ESP. BOLSA;NO;84;0;SI
3091;LECHE LS UAT DESCREMADA 0% BRIK X 1L;NO;12;0;SI
3283;LECHE LS ENT UAT FORT. 3% SLIM;NO;24;0;SI
3440;QUESO LS CREMON DESAYUNO POTE 300;NO;12;0;SI
3311;PROD UNT BASE CREMA ARMONIA PAQ.200 GR;NO;10;0;SI
1359;GRAN COMPRA DESC. CREMIX 120;NO;48;0;SI
1362;GRAN COMPRA ENTERO SACHET X 900;NO;17;0;SI
1369;GRAN COMPRA DESC. C/FRUTAS;NO;48;0;SI
1381;GRAN COMPRA DESC. SACHET X 900;NO;17;0;SI
1208;QUESO CREMA CASANCREM 290GR ENTERO;NO;12;0;SI
1209;QUESO CREMA CASANCREM LIGHT 290GR;NO;12;0;SI
1370;GRAN COMPRA ENTERO C/FRU 120GR;NO;48;0;SI
1134;QUESO CREMA LIGHT CASAMCREM 480GR;NO;12;0;SI
6002;YOGURISIMO C/CHOCOLATE X145 GR.;NO;20;0;SI
6003;YOGURISIMO C/CEREALES X 149 GR;NO;20;0;SI
6004;YOGURISIMO C/ ARITOS FRUTALES X145 GR.;NO;20;0;SI
9609;YOGURISIMO ENT FIRME X 120GR;NO;48;0;SI
2260;SALCHICHA GRANJA IRIS VIENA X 6;NO;20;0;SI
5046;SERENITO GELATINA 105 GR;NO;48;0;SI
1233;SER POWERFOOD X 160GR;NO;20;0;SI
9700;YOPRO SHAKE X250 CC;NO;24;0;SI
1230;SER PROTEINA X 150GR;NO;12;0;SI
5048;SERENITO CAPUCHON COOKIES X 116GR.;NO;20;0;SI
9826;ACTIVIA SACHET DESLAC. 1000 GR;NO;17;0;SI
9966;SER TOTAL C/CER Y FRUT 158 GR;NO;20;0;SI
6581;YYS SACHET DESLAC. 1000GR;NO;17;0;SI
1721;BEBIDA A B LECHE PROTEIN CACAO PRISMA;NO;16;0;SI
3111;BEB. DE LECHE SEREMIX SACHET 1L;NO;17;0;SI
3560;BEBIDA LACTEA LS JUNIOR UAT T SLIM 200;NO;24;0;SI
6120;YOGURISIMO C/ ROCKLETS X 164GR;NO;20;0;SI
6005;YOGURISIMO DESC. C/CEREALES;NO;20;0;SI
6510;YOGURISIMO DESC. SACHET;NO;17;0;SI
9532;DANETTE TOPPING CHOCOLINA 116GR;NO;20;0;SI
9533;DANETTE TOPPING COOKIES;NO;20;0;SI
9660;YOGURISIMO BATIDO DESC. 120GR;NO;48;0;SI
6233;YOGUR SER +FORTI DESC SACHET 500 GR;NO;34;0;SI
5317;DANETTE 95 GR;NO;72;0;SI
3877;DULCE DE LECHE SER POTE 300 GR;NO;12;0;SI
3925;BEBIDA LACTEA LS JUNIOR FORT SACH;NO;17;0;SI
5318;DANETTE FLAN 95 GR.;NO;48;0;SI
3661;BEBIDA LACTEA LS BEBIBLE ULTRA;NO;17;0;SI
3662;BEBIDA LACTEA LS 0% GRASAS;NO;17;0;SI
5045;SERENITO GELATINA 105 GR;NO;48;0;SI
9991;LECHE CINDOR VIT B9 1LT;NO;12;0;SI
1385;GRAN COMPRA QUESO ENT. X 290GR;NO;12;0;SI
6031;YOGUR LS CLASICO BATIDO DESC 120GR;NO;48;0;SI
6514;YOGURISIMO ENT + FORTI SACHET FORTIF.;NO;17;0;SI
2141;BEBIDA DE LECHE LS PROTEIN CACAO F. VIT;NO;12;0;SI
3575;LECHE LS UAT ENT CLASICA FORT 3% PET 1L;NO;6;0;SI
3573;LECHE LS UAT DESCREMADA FORT 0% PET 1L;NO;6;0;SI
3576;LECHE LS UAT P.DESCREMADA FORT 1% PET;NO;6;0;SI
1498;DANONINO SACHET 900GR PAW PATROL;NO;17;0;SI
6912;YOGURISIMO FIRME PACK 480 GR B9 ZINC;NO;12;0;SI
9686;YOGURISIMO CREMIX 120 GR ZINC;NO;48;0;SI
3570;LECHE LS UAT ENT. CLASICA FORT. 3% BRIK1;NO;12;0;SI
9337;SER COLCHON DE FRUTAS 175GR;NO;20;0;SI
9339;SER NAT COLCHON DE FRUTAS;NO;12;0;SI
2229;QUESO LS RALLADO SOBRE 35GR;NO;90;0;SI
3217;QUESO LS FINLANDIA PROCESADO POTE 180GR;NO;24;0;SI
3218;QUESO LS FINLANDIA LIGHT POTE 180GR;NO;24;0;SI
3568;LECHE ARMONIA UAT P. DESC VIT 1% BRICK;NO;12;0;SI
3569;LECHE ARMONIA UAT DESC. VIT 2% BRIK;NO;12;0;SI
3732;QUESO LS FINLANDIA POTE 290 G;NO;12;0;SI
3733;QUESO LS FINLANDIA LIGHT POTE 290;NO;12;0;SI
4365;L. POLVO LS ENT. ZERO LACT EST 400 G;NO;10;0;SI
4687;QUESO LS PATEGRAS S/LACT FRACC 340R;NO;24;0;NO
4688;QUESO LS GOUDA SIN LACTOSA FRACC 340 GR;NO;24;0;NO
9331;SER COLCHON DE FRUTAS 160 GR;NO;20;0;SI
9338;SER NATUR 140 GR;NO;20;0;SI
4700;QUESO LS SARDO SIN LAC. 1/2 HORMA;NO;1;0;NO
9228;ACTIVIA YOGUR PROBIOTICOS BEBIBLE 190;NO;35;0;SI
6972;YOGURISIMO FIRME PACK 480GR VIT B3;NO;12;0;SI
9351;YOGUR SER SACH 1000GR PROB. ZINC;NO;17;0;SI
9165;POSTRE SERENITO CON CONFTES VIT 120;NO;20;0;SI
9166;POSTRE SERENITO COMB VITAMINAS 120;NO;20;0;SI
